v1,v2,v3,v4,v5,v6,v7,v8,id,obs
5.49455390377768,3.698059249580743,5.156628519860859,4.79952284594055,10.808225631384241,10.05767239256831,10.186770425549394,11.892911713096497,1,1
5.083865509052094,4.259699986993102,4.393603759239997,8.52391891939101,9.84432200689664,10.961781367270559,6.96011638816797,11.223313621948163,1,2
4.325468322572859,5.447244275949091,6.174876390574721,5.107248725233114,11.182335419507796,10.432299538081281,11.91680297142547,11.816721571775785,1,3
7.9764718028850705,5.4554891235724225,6.33716395554624,6.631149560007372,10.632952536120415,7.9893387438903485,12.513177714512478,11.824646818132127,1,4
5.392760210527133,6.1468230846688625,4.995335057252153,2.754244582380333,11.73840067155297,11.78058570348089,10.168720687876315,10.813928711221932,1,5
4.2582466200889275,4.264981714444853,5.379932144460447,2.4369650933787863,12.695509753033912,11.485739683460581,11.189438606103867,13.185872053745518,1,6
5.937664783279101,3.111001527796358,3.787391630678609,6.321377216444252,10.083309558369539,8.71424985592479,8.425321249296584,7.507609684575008,1,7
4.211736552972344,5.1620730117433355,4.396280661115597,4.584795021873594,9.124722249514365,9.988054207987936,10.537375783463466,9.136109449809386,1,8
4.749692241573196,5.781020753963819,6.225507343244223,5.163148734690691,11.574601383859859,9.94564618077863,12.462927728473502,10.433538529568017,1,9
6.200615844362051,7.409623243537242,5.804193026372118,6.833077438625093,10.248395175259843,10.487527449778579,7.882734539143964,7.529069534772779,1,10
5.59944693625914,6.847722577320502,10.337596450587789,6.207763679034389,9.360061683455937,6.672119881993896,10.102662495132089,9.603396642195912,1,11
4.016345927685538,6.278350337678598,6.021508071888978,6.77944163064243,10.808772625422328,9.12796154639951,11.435006392996735,10.779018355708804,1,12
3.982212520593056,5.37693627414744,6.450998528062474,5.232645130973681,11.04887992007294,11.478847347744134,13.297361756806328,12.402899444995588,1,13
5.119121687728436,6.779657955102227,6.500539247508277,6.0434980680891215,13.299578574173053,9.737275585602356,8.216791113487986,8.857521330600358,1,14
5.454325737577493,3.7695466182132646,5.6495716719513664,6.72666420049136,10.492541066621163,10.436800539678174,11.344474024053017,9.31831630027082,1,15
5.889457973305166,4.012295393904553,5.38545089380994,4.413657136525981,10.157723983658151,12.2525521851757,8.759818495561762,11.628814497972629,1,16
3.781185596007017,2.040500619411313,2.1124741605692656,7.330466578673212,10.296283562139871,9.238422299252449,7.384867328368851,11.340519390165026,1,17
3.3476233837402654,3.09718039570024,4.70989413313468,4.2931521785941245,11.053814385083712,8.15241855510633,9.505272341954646,12.37678674620435,1,18
3.9089254841847825,3.4529139361887538,5.3778951616744495,4.6828386580417956,8.795919067567612,10.479241413842582,10.826988588913059,12.051209200674302,1,19
4.864521340272394,6.69554292820897,6.07309204508344,3.9824266061123117,8.626524739454942,8.140087237753859,7.381336537646343,10.628815945965936,1,20
4.252089633666797,4.017632631829021,5.150319990357559,4.146560050317898,7.2643513433783244,7.201245998779059,7.3243203443700065,8.982595982578495,1,21
4.541875405002126,3.2001752057492308,5.097788213738042,5.661489316631968,9.874895797833016,9.923331040482008,10.712639028927528,11.47809465230222,1,22
3.4750236685342735,4.932533236699822,3.3715575227879535,4.892840695657331,9.238825752848966,9.361268369140351,9.890568541264821,7.641281248156806,1,23
5.964044891534236,5.480271677070673,4.414260367359716,5.101214251142624,10.39189242672138,10.591171401459107,8.989887136767177,11.037146055581612,1,24
3.2911828644785235,4.622144718254361,6.7344789973363,4.4303057781736435,8.556326649116258,9.392959018286813,9.997305360421503,9.80525743998916,1,25
5.764198985461842,3.4113486725990585,3.490631795471264,2.8892919310243617,8.020463385041495,8.050715446538163,8.553410953174508,7.981917642597498,1,26
5.800496601115462,4.447456081137721,4.583937020486435,2.828463804826682,11.699183834757436,8.79546092653214,8.85751700767896,9.061158097854044,1,27
